text,nile
limit traffic to 5 Gbps between internet and servers or 16:00 to 19:00,"define intent uniIntent: from endpoint('gateway') to endpoint('servers') for traffic('all') set bandwidth('max', '5', 'gbps')"
limit traffic to 5 Gbps between internet and servers from 16:00 to 19:00,"define intent uniIntent: from endpoint('gateway') to endpoint('servers') for traffic('all') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
set quota to 10 GB per week at labs,"define intent uniIntent: for endpoint('labs') set quota('download', '10', 'gb/wk')"
set quota to 10 GB per week at servers,"define intent uniIntent: for endpoint('servers') set quota('download', '10', 'gb/wk')"
Set quota to 10 GB per week dorms,"define intent uniIntent: for endpoint('network') set quota('download', '10', 'gb/wk')"
Set quota to 10 GB per week at guest,"define intent uniIntent: for endpoint('guests') set quota('download', '10', 'gb/wk')"
Set quota to 10 GB per week at dorms,"define intent uniIntent: for endpoint('dorms') set quota('download', '10', 'gb/wk')"
set quota to 10 GB per week at LAN,"define intent uniIntent: for endpoint('LAN') set quota('download', '10', 'gb/wk')"
block all traffic at Dorms location,define intent uniIntent: for endpoint('dorms') block traffic('all')
Limit traffic to 10 GB per week at Dorms,"define intent uniIntent: for endpoint('dorms'), traffic('all') set quota('download', '10', 'gb/wk')"
for endpoint dorms set quota download 10 gb/wk,"define intent uniIntent: for endpoint('network') set quota('download', '10', 'gb/wk')"
t endpoint Dorms set quota to 10 GB per week,"define intent uniIntent: for endpoint('network') set quota('download', '10', 't endpoint')"
At endpoint Dorms set quota to 10 GB per week,"define intent uniIntent: for endpoint('dorms') set quota('download', '10', 'gb/wk')"
Students shall download no more than 1000000 MB per week,"define intent uniIntent: for endpoint('network') set quota('download', '1000000', 'mb/wk')"
"hey lumi, please add a DPI to ensure students from the labs are not accessing suspicious applications",define intent uniIntent: for endpoint('labs') add middlebox('dpi')
"hey lumi, please add a DPI to ensure students from the labs are not accessing suspicious applications",define intent uniIntent: for endpoint('labs') add middlebox('dpi')
Limit rack servers to 5 gbps during 5pm to 7pm,"define intent uniIntent: for endpoint('network') set bandwidth('max', '5', 'gbps') start hour('17:00') end hour('19:00')"
Limit rack servers to 5 gbps during 5pm to 7pm,"define intent uniIntent: for endpoint('network') set bandwidth('max', '5', 'gbps') start hour('17:00') end hour('19:00')"
Limit servers to 5 gbps during 5pm to 7pm,"define intent uniIntent: for endpoint('network') set bandwidth('max', '5', 'gbps') start hour('17:00') end hour('19:00')"
Set 5 gbps limit for servers during 4pm to 7pm,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
"please lumi, block f2movies traffic from internet to students labs","define intent uniIntent: for endpoint('labs'), endpoint('gateway') block service('F2movies')"
"hey lumi, please allow traffic only from professors",define intent uniIntent: for group('professors') 
"hey lumi, please allow traffic only from professors",define intent uniIntent: for group('professors') 
"please lumi, define dorms quota to 10 gb per week","define intent uniIntent: for endpoint('network') set quota('download', '10', 'gb/wk')"
"please lumi, define dorms quota to 10 gb per week","define intent uniIntent: for endpoint('network') set quota('download', '10', 'gb/wk')"
Students shall download no more than 1000000 megabytes per week,"define intent uniIntent: for endpoint('network') set quota('download', '1000000', 'mb/wk')"
students shall download no more than 1000000 megabytes per week,"define intent uniIntent: for endpoint('network') set quota('download', '1000000', 'mb/wk')"
please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM to 7PM,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
limit the bandwidth in server racks to 5 gbps between 4pm and 7pm,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
I want the torrent traffic from guest users to be no more than 100 mbps,"define intent uniIntent: for group('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
limit network usage of all students in the dorms to no more than 10 gb per seven days,"define intent uniIntent: for group('students'), endpoint('dorms') set quota('download', '10', 'gb/wk')"
prevent all f2movies traffic from reaching the students in the labs,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
Add monitor for the university from 4am to 10pm,define intent uniIntent: for endpoint('university') add middlebox('traffic monitor') start hour('04:00') end hour('22:00')
set a maximum of 5 gbps to the servers from 4pm to 7pm,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
students should download no more than 10 GB of data in a week,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
unblock facebook,define intent uniIntent: for endpoint('network') allow service('facebook')
block all traffic from students,define intent uniIntent: for group('students') block traffic('all')
please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM to 7PM,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
please limit bandwidth to 5 Gigabits per second for the server racks everyday from four to seven pm,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps')"
block F2movies  traffic from Internet to stude nt Labs,"define intent uniIntent: for endpoint('gateway'), endpoint('labs') block service('F2movies')"
block F2movies  traffic from Internet to stude nt Labs,"define intent uniIntent: for endpoint('gateway'), endpoint('labs') block service('F2movies')"
block F2movies  traffic from Internet to student Labs,"define intent uniIntent: for endpoint('gateway'), endpoint('labs') block service('F2movies')"
allow all traffic,define intent uniIntent: for endpoint('network') 
Block facebook,define intent uniIntent: for endpoint('network') block service('facebook')
add firewall and intrusion detection from the gateway to the backend for professors with at least 100 mbps of bandwidth and allow HTTPS only,"define intent uniIntent: from endpoint('gateway') to endpoint('backend') for group('professors') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
"""University Housing monitors only the amount of traffic of each user""",define intent uniIntent: for group('users') add middlebox('traffic monitor')
University Housing monitors only the amount of traffic of each user,define intent uniIntent: for group('users') add middlebox('traffic monitor')
University Housing monitors only the amount of traffic of each user,define intent uniIntent: for group('users') add middlebox('traffic monitor')
CounterStrike server is blocked by the University firewall,"define intent uniIntent: for endpoint('university'), service('CounterStrike server') add middlebox('block')"
CounterStrike server is blocked by the University firewall,"define intent uniIntent: for endpoint('university'), service('CounterStrike server') add middlebox('block')"
"Hey, Lumi! Inspect traffic for students in the dorms.","define intent uniIntent: for group('students'), endpoint('dorms'), traffic('all') add middlebox('dpi')"
block facebook,define intent uniIntent: for endpoint('network') block service('facebook')
block youtube,define intent uniIntent: for endpoint('network') block service('youtube')
add firewall to facebook traffic,define intent uniIntent: for service('facebook traffic') add middlebox('firewall')
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"""Guests' network is rate-limited to 5 Mb/s per user""","define intent uniIntent: for group('guests'), group('users') set bandwidth('max', '5', 'mbps')"
"Add a firewall between ""172.16.15.5"" and ""172.16.25.3""","define intent uniIntent: for endpoint('network') add middlebox('firewall'), middlebox('""')"
add firewall and intrusion detection from the gateway to the backend for professors with at least 100mbps of bandwidth and allow HTTPS only,"define intent uniIntent: from endpoint('gateway') to endpoint('backend') for group('professors') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
I want the torrent traffic from guest users to be no more than 100 mbps,"define intent uniIntent: for group('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
I want the at&t traffic from guest users to be no more than 100 mbps,"define intent uniIntent: for endpoint('at&t'), group('guests') set bandwidth('max', '100', 'mbps')"
"Currently, the University of Illinois does not have any rate limits",define intent uniIntent: for endpoint('University of Illinois')
